"word","instance","correct"
"suspend.v.bnc",424232,TRUE
"lose.v.bnc",48448,TRUE
"note.v.bnc",8915,TRUE
"bank.n.bnc",39077,TRUE
"remain.v.bnc",21139,TRUE
"degree.n.bnc",101634,TRUE
"different.a.bnc",44766,TRUE
"mean.v.bnc",11294,TRUE
"different.a.bnc",50210,FALSE
"atmosphere.n.bnc",148602,TRUE
"difference.n.bnc",115014,FALSE
"express.v.bnc",150858,TRUE
"provide.v.bnc",39081,TRUE
"performance.n.bnc",58093,FALSE
"atmosphere.n.bnc",19843,TRUE
"shelter.n.bnc",383125,FALSE
"eat.v.bnc",96255,FALSE
"paper.n.bnc",107413,FALSE
"difficulty.n.bnc",2734,FALSE
"sort.n.bnc",77802,TRUE
"produce.v.bnc",52760,FALSE
"produce.v.bnc",48414,TRUE
"arm.n.bnc",26871,FALSE
"ask.v.bnc",36090,TRUE
"plan.n.bnc",26982,FALSE
"organization.n.bnc",1576,FALSE
"talk.v.bnc",36291,FALSE
"shelter.n.bnc",130533,TRUE
"talk.v.bnc",90234,TRUE
"image.n.bnc",68547,TRUE
"bank.n.bnc",75863,TRUE
"argument.n.bnc",143114,FALSE
"add.v.bnc",15180,TRUE
"expect.v.bnc",74857,FALSE
"eat.v.bnc",145130,TRUE
"ask.v.bnc",17414,TRUE
"encounter.v.bnc",140494,FALSE
"suspend.v.bnc",202743,FALSE
"arm.n.bnc",49400,TRUE
"appear.v.bnc",5483,TRUE
"provide.v.bnc",18629,TRUE
"performance.n.bnc",77938,TRUE
"play.v.bnc",7227,TRUE
"party.n.bnc",76237,TRUE
"audience.n.bnc",91299,TRUE
"begin.v.bnc",9572,TRUE
"plan.n.bnc",82147,FALSE
"produce.v.bnc",49784,TRUE
"produce.v.bnc",14678,FALSE
"eat.v.bnc",28152,TRUE
"shelter.n.bnc",112976,FALSE
"difference.n.bnc",66317,FALSE
"argument.n.bnc",84894,TRUE
"source.n.bnc",23558,TRUE
"argument.n.bnc",68337,FALSE
"disc.n.bnc",245796,TRUE
"sort.n.bnc",77783,TRUE
"climb.v.bnc",19250,TRUE
"provide.v.bnc",25954,TRUE
"bank.n.bnc",162500,TRUE
"ask.v.bnc",2801,FALSE
"suspend.v.bnc",233474,TRUE
"plan.n.bnc",10038,TRUE
"arm.n.bnc",49275,FALSE
"activate.v.bnc",972290,TRUE
"arm.n.bnc",34971,TRUE
"degree.n.bnc",126819,TRUE
"miss.v.bnc",86986,TRUE
"performance.n.bnc",3238,TRUE
"talk.v.bnc",91286,FALSE
"performance.n.bnc",28346,TRUE
"produce.v.bnc",48750,TRUE
"activate.v.bnc",2015290,TRUE
"shelter.n.bnc",398211,TRUE
"party.n.bnc",78375,FALSE
"different.a.bnc",2704,TRUE
"audience.n.bnc",97271,TRUE
"organization.n.bnc",375564,FALSE
"disc.n.bnc",245795,TRUE
"eat.v.bnc",28678,TRUE
"smell.v.bnc",390837,TRUE
"arm.n.bnc",37540,FALSE
"produce.v.bnc",12776,TRUE
"remain.v.bnc",8499,FALSE
"provide.v.bnc",10874,TRUE
"activate.v.bnc",1874636,TRUE
"provide.v.bnc",35469,TRUE
"paper.n.bnc",96460,FALSE
"note.v.bnc",150809,TRUE
"smell.v.bnc",177216,TRUE
"argument.n.bnc",60742,TRUE
"disc.n.bnc",557568,FALSE
"interest.n.bnc",10984,TRUE
"play.v.bnc",19016,TRUE
"plan.n.bnc",85569,FALSE
"hot.a.bnc",124859,TRUE
"climb.v.bnc",251275,TRUE
"performance.n.bnc",91373,TRUE
"wash.v.bnc",323551,TRUE
"degree.n.bnc",158194,TRUE
"shelter.n.bnc",129063,TRUE
"audience.n.bnc",57432,TRUE
"performance.n.bnc",56315,FALSE
"ask.v.bnc",40557,FALSE
"eat.v.bnc",46624,TRUE
"atmosphere.n.bnc",186463,FALSE
"add.v.bnc",12809,TRUE
"add.v.bnc",40004,TRUE
"express.v.bnc",40128,TRUE
"treat.v.bnc",121030,FALSE
"plan.n.bnc",81346,TRUE
"talk.v.bnc",86731,TRUE
"arm.n.bnc",61505,TRUE
"activate.v.bnc",2016404,FALSE
"play.v.bnc",7068,FALSE
"decide.v.bnc",10706,TRUE
"mean.v.bnc",17775,TRUE
"degree.n.bnc",50413,FALSE
"arm.n.bnc",56627,TRUE
"ask.v.bnc",39981,TRUE
"simple.a.bnc",14202,FALSE
"image.n.bnc",77479,FALSE
"arm.n.bnc",56802,TRUE
"performance.n.bnc",69383,FALSE
"degree.n.bnc",98562,TRUE
"produce.v.bnc",12843,TRUE
"encounter.v.bnc",153443,FALSE
"produce.v.bnc",18389,TRUE
"smell.v.bnc",38036,TRUE
"disc.n.bnc",927181,TRUE
"express.v.bnc",97906,TRUE
"paper.n.bnc",36491,FALSE
"produce.v.bnc",66688,TRUE
"audience.n.bnc",7192,TRUE
"paper.n.bnc",112501,TRUE
"add.v.bnc",63659,FALSE
"performance.n.bnc",7107,TRUE
"plan.n.bnc",86036,TRUE
"degree.n.bnc",63626,FALSE
"interest.n.bnc",68271,TRUE
"degree.n.bnc",123235,FALSE
"interest.n.bnc",73604,TRUE
"paper.n.bnc",85891,TRUE
"image.n.bnc",2376,TRUE
"arm.n.bnc",57150,FALSE
"disc.n.bnc",170751,TRUE
"suspend.v.bnc",359280,FALSE
"degree.n.bnc",128025,TRUE
"party.n.bnc",77858,TRUE
"argument.n.bnc",43785,FALSE
"ask.v.bnc",6991,TRUE
"smell.v.bnc",49781,TRUE
"provide.v.bnc",326,FALSE
"audience.n.bnc",56792,TRUE
"audience.n.bnc",7070,TRUE
"appear.v.bnc",26678,FALSE
"receive.v.bnc",14734,TRUE
"expect.v.bnc",7250,TRUE
"play.v.bnc",7863,TRUE
"paper.n.bnc",120217,TRUE
"paper.n.bnc",95216,TRUE
"climb.v.bnc",532,TRUE
"performance.n.bnc",94816,TRUE
"judgment.n.bnc",505218,TRUE
"arm.n.bnc",57653,TRUE
"begin.v.bnc",19778,TRUE
"eat.v.bnc",124913,FALSE
"rule.v.bnc",110330,TRUE
"produce.v.bnc",61165,TRUE
"solid.a.bnc",154131,FALSE
"bank.n.bnc",69881,TRUE
"note.v.bnc",56532,TRUE
"shelter.n.bnc",845722,TRUE
"talk.v.bnc",87192,FALSE
"difference.n.bnc",82461,FALSE
"bank.n.bnc",162495,TRUE
"ask.v.bnc",10344,FALSE
"arm.n.bnc",36984,TRUE
"eat.v.bnc",13148,TRUE
"watch.v.bnc",57616,FALSE
"performance.n.bnc",31616,FALSE
"performance.n.bnc",87569,TRUE
"suspend.v.bnc",357111,FALSE
"arm.n.bnc",33408,TRUE
"bank.n.bnc",162500,FALSE
"lose.v.bnc",29606,TRUE
"encounter.v.bnc",156029,FALSE
"hear.v.bnc",20674,FALSE
"argument.n.bnc",136062,TRUE
"ask.v.bnc",4260,TRUE
"difference.n.bnc",44675,TRUE
"difficulty.n.bnc",2701,TRUE
"decide.v.bnc",42503,TRUE
"appear.v.bnc",59037,TRUE
"paper.n.bnc",65097,TRUE
"appear.v.bnc",65124,FALSE
"encounter.v.bnc",199862,TRUE
"arm.n.bnc",57122,FALSE
"shelter.n.bnc",770497,TRUE
"note.v.bnc",103992,FALSE
"audience.n.bnc",127344,TRUE
"expect.v.bnc",73272,TRUE
"rule.v.bnc",139601,TRUE
"watch.v.bnc",24521,TRUE
"encounter.v.bnc",617351,FALSE
"organization.n.bnc",8211,TRUE
"plan.n.bnc",66721,TRUE
"treat.v.bnc",9543,TRUE
"difficulty.n.bnc",69279,TRUE
"write.v.bnc",176,TRUE
"judgment.n.bnc",487561,FALSE
"bank.n.bnc",97379,TRUE
"shelter.n.bnc",458002,TRUE
"smell.v.bnc",658017,TRUE
"eat.v.bnc",129059,TRUE
"produce.v.bnc",44712,TRUE
"source.n.bnc",1451,TRUE
"express.v.bnc",97906,TRUE
"degree.n.bnc",260269,FALSE
"argument.n.bnc",66601,TRUE
"hot.a.bnc",125380,TRUE
"write.v.bnc",2782,TRUE
"hear.v.bnc",10508,FALSE
"interest.n.bnc",19131,TRUE
"expect.v.bnc",75495,TRUE
"party.n.bnc",77870,FALSE
"sort.n.bnc",39951,TRUE
"atmosphere.n.bnc",225201,FALSE
"appear.v.bnc",20650,TRUE
"plan.n.bnc",74929,TRUE
"note.v.bnc",18062,TRUE
"disc.n.bnc",927176,FALSE
"decide.v.bnc",1819,TRUE
"suspend.v.bnc",243374,TRUE
"audience.n.bnc",78962,TRUE
"sort.n.bnc",4853,TRUE
"eat.v.bnc",47723,TRUE
"shelter.n.bnc",770496,FALSE
"hot.a.bnc",60384,TRUE
"ask.v.bnc",36871,TRUE
"degree.n.bnc",274564,TRUE
"disc.n.bnc",895324,TRUE
"add.v.bnc",25869,TRUE
"lose.v.bnc",71882,TRUE
"produce.v.bnc",2792,TRUE
"expect.v.bnc",11705,TRUE
"argument.n.bnc",133560,TRUE
"express.v.bnc",56037,TRUE
"wash.v.bnc",160556,TRUE
"ask.v.bnc",20609,TRUE
"eat.v.bnc",10445,FALSE
"note.v.bnc",109384,FALSE
"add.v.bnc",14806,TRUE
"sort.n.bnc",21221,FALSE
"different.a.bnc",39354,TRUE
"watch.v.bnc",11178,TRUE
"bank.n.bnc",131156,FALSE
"difference.n.bnc",67610,FALSE
"begin.v.bnc",28211,TRUE
"paper.n.bnc",40682,TRUE
"activate.v.bnc",1039017,TRUE
"produce.v.bnc",34832,TRUE
"hear.v.bnc",17370,FALSE
"ask.v.bnc",969,TRUE
"source.n.bnc",3133,TRUE
"plan.n.bnc",62421,TRUE
"treat.v.bnc",122746,TRUE
"audience.n.bnc",7192,TRUE
"ask.v.bnc",29736,TRUE
"climb.v.bnc",172456,TRUE
"solid.a.bnc",18266,TRUE
"begin.v.bnc",25351,TRUE
"paper.n.bnc",120218,FALSE
"play.v.bnc",11541,FALSE
"ask.v.bnc",38405,TRUE
"provide.v.bnc",36009,TRUE
"party.n.bnc",34045,FALSE
"mean.v.bnc",12752,TRUE
"ask.v.bnc",31780,TRUE
"different.a.bnc",5810,TRUE
"activate.v.bnc",1415729,TRUE
"receive.v.bnc",52033,TRUE
"decide.v.bnc",25397,TRUE
"begin.v.bnc",26083,TRUE
"decide.v.bnc",36016,FALSE
"express.v.bnc",56831,FALSE
"talk.v.bnc",28184,FALSE
"bank.n.bnc",26945,TRUE
"ask.v.bnc",19699,FALSE
"appear.v.bnc",56956,TRUE
"watch.v.bnc",54294,TRUE
"performance.n.bnc",82383,TRUE
"operate.v.bnc",52002,TRUE
"interest.n.bnc",64079,TRUE
"difficulty.n.bnc",3882,FALSE
"difficulty.n.bnc",28828,TRUE
"disc.n.bnc",140047,TRUE
"ask.v.bnc",21459,TRUE
"sort.n.bnc",40137,TRUE
"produce.v.bnc",14666,TRUE
"paper.n.bnc",101869,FALSE
"wash.v.bnc",40555,TRUE
"appear.v.bnc",65983,TRUE
"disc.n.bnc",555135,TRUE
"mean.v.bnc",6703,FALSE
"add.v.bnc",72162,TRUE
"ask.v.bnc",27374,TRUE
"appear.v.bnc",66574,FALSE
"remain.v.bnc",1833,TRUE
"difference.n.bnc",74174,TRUE
"party.n.bnc",40931,TRUE
"arm.n.bnc",36595,TRUE
"activate.v.bnc",709482,TRUE
"miss.v.bnc",17518,TRUE
"ask.v.bnc",22272,FALSE
"difference.n.bnc",100917,TRUE
"produce.v.bnc",39098,FALSE
"bank.n.bnc",80273,TRUE
"paper.n.bnc",126289,TRUE
"suspend.v.bnc",376123,TRUE
"treat.v.bnc",103757,TRUE
"audience.n.bnc",83544,TRUE
"image.n.bnc",46825,TRUE
"difference.n.bnc",24499,TRUE
"degree.n.bnc",131953,TRUE
"talk.v.bnc",5630,TRUE
"plan.n.bnc",85486,FALSE
"begin.v.bnc",12172,FALSE
"play.v.bnc",7697,TRUE
"watch.v.bnc",21409,FALSE
"solid.a.bnc",61965,FALSE
"paper.n.bnc",93643,FALSE
"miss.v.bnc",119414,TRUE
"plan.n.bnc",28925,TRUE
"simple.a.bnc",667,TRUE
"ask.v.bnc",17400,TRUE
"plan.n.bnc",84902,TRUE
"activate.v.bnc",1775004,TRUE
"arm.n.bnc",116261,FALSE
"rule.v.bnc",110218,FALSE
"remain.v.bnc",6120,FALSE
"organization.n.bnc",1773,TRUE
"degree.n.bnc",263763,TRUE
"activate.v.bnc",928939,TRUE
"important.a.bnc",28948,TRUE
"add.v.bnc",42899,TRUE
"simple.a.bnc",26670,TRUE
"bank.n.bnc",106818,TRUE
"degree.n.bnc",285906,TRUE
"watch.v.bnc",5647,FALSE
"party.n.bnc",81736,TRUE
"audience.n.bnc",56420,TRUE
"argument.n.bnc",83316,TRUE
"decide.v.bnc",62939,TRUE
"difference.n.bnc",30368,TRUE
"remain.v.bnc",43822,TRUE
"plan.n.bnc",74994,TRUE
"begin.v.bnc",16952,TRUE
"ask.v.bnc",37877,TRUE
"play.v.bnc",7897,TRUE
"ask.v.bnc",38105,TRUE
"climb.v.bnc",315003,TRUE
"audience.n.bnc",87733,TRUE
"add.v.bnc",14985,TRUE
"lose.v.bnc",23642,FALSE
"add.v.bnc",7372,TRUE
"ask.v.bnc",37933,TRUE
"provide.v.bnc",25954,FALSE
"begin.v.bnc",14789,TRUE
"bank.n.bnc",80324,TRUE
"atmosphere.n.bnc",92830,TRUE
"climb.v.bnc",59440,TRUE
"win.v.bnc",48009,FALSE
"image.n.bnc",102933,TRUE
"paper.n.bnc",37203,TRUE
"encounter.v.bnc",109852,FALSE
"image.n.bnc",95568,TRUE
"produce.v.bnc",15205,TRUE
"sort.n.bnc",3887,FALSE
"image.n.bnc",5541,TRUE
"party.n.bnc",78411,FALSE
"eat.v.bnc",153829,FALSE
"expect.v.bnc",35975,TRUE
"provide.v.bnc",21401,FALSE
"audience.n.bnc",93574,FALSE
"image.n.bnc",66832,TRUE
"shelter.n.bnc",872573,FALSE
"appear.v.bnc",8614,TRUE
"paper.n.bnc",107429,FALSE
"ask.v.bnc",39529,FALSE
"eat.v.bnc",31886,TRUE
"judgment.n.bnc",109959,TRUE
"mean.v.bnc",4400,TRUE
"ask.v.bnc",17989,TRUE
"arm.n.bnc",38050,TRUE
"difference.n.bnc",9516,TRUE
"begin.v.bnc",38988,FALSE
"important.a.bnc",5508,TRUE
"difficulty.n.bnc",43446,FALSE
"interest.n.bnc",69706,TRUE
"degree.n.bnc",296089,TRUE
"paper.n.bnc",47691,FALSE
"wash.v.bnc",40555,TRUE
"argument.n.bnc",83316,FALSE
"provide.v.bnc",26226,TRUE
"sort.n.bnc",79983,FALSE
"activate.v.bnc",1650342,TRUE
"talk.v.bnc",44537,FALSE
"arm.n.bnc",87757,FALSE
"degree.n.bnc",29247,TRUE
"express.v.bnc",142861,TRUE
"ask.v.bnc",31111,TRUE
"produce.v.bnc",19029,TRUE
"plan.n.bnc",26054,TRUE
"add.v.bnc",80084,TRUE
"appear.v.bnc",56780,TRUE
"arm.n.bnc",96931,FALSE
"difference.n.bnc",4249,FALSE
"treat.v.bnc",123199,TRUE
"activate.v.bnc",2016434,TRUE
"mean.v.bnc",4942,TRUE
"wash.v.bnc",322193,TRUE
"note.v.bnc",8338,TRUE
"simple.a.bnc",14702,TRUE
"decide.v.bnc",297,TRUE
"suspend.v.bnc",105757,TRUE
"smell.v.bnc",390872,TRUE
"activate.v.bnc",2014015,TRUE
"party.n.bnc",58153,FALSE
"begin.v.bnc",11952,TRUE
"expect.v.bnc",59089,FALSE
"wash.v.bnc",47669,TRUE
"sort.n.bnc",58018,FALSE
"eat.v.bnc",40853,FALSE
"arm.n.bnc",88403,TRUE
"sort.n.bnc",67836,TRUE
"decide.v.bnc",57050,TRUE
"remain.v.bnc",8244,TRUE
"performance.n.bnc",71665,TRUE
"interest.n.bnc",39076,FALSE
"use.v.bnc",2726,TRUE
"shelter.n.bnc",271967,TRUE
"difference.n.bnc",123626,TRUE
"smell.v.bnc",635129,FALSE
"image.n.bnc",58654,TRUE
"sort.n.bnc",39485,TRUE
"mean.v.bnc",12752,FALSE
"party.n.bnc",75525,TRUE
"solid.a.bnc",58054,TRUE
"degree.n.bnc",76459,TRUE
"shelter.n.bnc",522904,TRUE
"appear.v.bnc",4058,TRUE
"audience.n.bnc",56774,FALSE
"paper.n.bnc",70608,TRUE
"arm.n.bnc",78003,TRUE
"argument.n.bnc",138189,TRUE
"argument.n.bnc",84384,TRUE
"different.a.bnc",2774,TRUE
"paper.n.bnc",59941,TRUE
"paper.n.bnc",61724,TRUE
"decide.v.bnc",50232,TRUE
"disc.n.bnc",217037,TRUE
"produce.v.bnc",9512,FALSE
"eat.v.bnc",42592,TRUE
"talk.v.bnc",19057,TRUE
"shelter.n.bnc",514544,TRUE
"win.v.bnc",48146,TRUE
"interest.n.bnc",8057,FALSE
"operate.v.bnc",12917,FALSE
"use.v.bnc",541,TRUE
"decide.v.bnc",19693,TRUE
"degree.n.bnc",226209,TRUE
"note.v.bnc",128228,TRUE
"mean.v.bnc",4746,FALSE
"bank.n.bnc",36502,TRUE
"eat.v.bnc",145482,FALSE
"encounter.v.bnc",55371,TRUE
"party.n.bnc",8112,TRUE
"ask.v.bnc",28831,FALSE
"degree.n.bnc",76455,TRUE
"appear.v.bnc",8982,TRUE
"treat.v.bnc",53941,FALSE
"remain.v.bnc",8343,TRUE
"degree.n.bnc",98562,FALSE
"argument.n.bnc",146875,FALSE
"add.v.bnc",4108,FALSE
"organization.n.bnc",163758,TRUE
"climb.v.bnc",26525,TRUE
"write.v.bnc",7382,TRUE
"disc.n.bnc",462413,FALSE
"disc.n.bnc",402409,FALSE
"different.a.bnc",21350,FALSE
"miss.v.bnc",66052,TRUE
"bank.n.bnc",179424,TRUE
"miss.v.bnc",83642,FALSE
"appear.v.bnc",8984,TRUE
"different.a.bnc",3701,TRUE
"produce.v.bnc",25555,FALSE
"source.n.bnc",14477,FALSE
"hear.v.bnc",15284,TRUE
"organization.n.bnc",1867,TRUE
"interest.n.bnc",48698,FALSE
"degree.n.bnc",241225,TRUE
"arm.n.bnc",57192,TRUE
"begin.v.bnc",44428,TRUE
"audience.n.bnc",57608,TRUE
"note.v.bnc",171277,TRUE
"talk.v.bnc",17534,TRUE
"performance.n.bnc",75253,TRUE
"appear.v.bnc",16826,FALSE
"party.n.bnc",19415,FALSE
"begin.v.bnc",18403,FALSE
"organization.n.bnc",376219,TRUE
"expect.v.bnc",58717,TRUE
"party.n.bnc",79619,TRUE
"express.v.bnc",214003,FALSE
"bank.n.bnc",75832,FALSE
"argument.n.bnc",44246,TRUE
"expect.v.bnc",22236,FALSE
"party.n.bnc",63076,FALSE
"sort.n.bnc",2972,TRUE
"party.n.bnc",76219,FALSE
"operate.v.bnc",12833,TRUE
"paper.n.bnc",126402,FALSE
"bank.n.bnc",8198,TRUE
"disc.n.bnc",895266,TRUE
"bank.n.bnc",84067,FALSE
"watch.v.bnc",26584,TRUE
"talk.v.bnc",83509,TRUE
"audience.n.bnc",56701,FALSE
"ask.v.bnc",16994,TRUE
"bank.n.bnc",69898,TRUE
"arm.n.bnc",49578,TRUE
"bank.n.bnc",26260,TRUE
"eat.v.bnc",13146,TRUE
"talk.v.bnc",14533,TRUE
"organization.n.bnc",164010,TRUE
"suspend.v.bnc",236586,TRUE
"sort.n.bnc",16630,TRUE
"difficulty.n.bnc",617,FALSE
"bank.n.bnc",116366,FALSE
"audience.n.bnc",56354,TRUE
"disc.n.bnc",118800,TRUE
"argument.n.bnc",99457,TRUE
"degree.n.bnc",295861,FALSE
"bank.n.bnc",124688,TRUE
"add.v.bnc",58537,TRUE
"atmosphere.n.bnc",78351,TRUE
"important.a.bnc",4000,FALSE
"difficulty.n.bnc",3910,TRUE
"difference.n.bnc",95448,TRUE
"interest.n.bnc",72214,TRUE
"begin.v.bnc",10065,FALSE
"expect.v.bnc",36918,TRUE
"shelter.n.bnc",550563,TRUE
"argument.n.bnc",43785,FALSE
"performance.n.bnc",5653,TRUE
"climb.v.bnc",46719,FALSE
"organization.n.bnc",29455,TRUE
"climb.v.bnc",297416,TRUE
"hear.v.bnc",4250,TRUE
"appear.v.bnc",45220,TRUE
"argument.n.bnc",106818,FALSE
"sort.n.bnc",58739,TRUE
"solid.a.bnc",58054,TRUE
"disc.n.bnc",462243,TRUE
"eat.v.bnc",23448,TRUE
"add.v.bnc",61306,TRUE
"disc.n.bnc",895367,TRUE
"mean.v.bnc",4140,FALSE
"arm.n.bnc",15404,TRUE
"note.v.bnc",116227,TRUE
"mean.v.bnc",16373,TRUE
"ask.v.bnc",3637,FALSE
"activate.v.bnc",935127,TRUE
"watch.v.bnc",35994,TRUE
"climb.v.bnc",59817,TRUE
"interest.n.bnc",59903,TRUE
"remain.v.bnc",2878,FALSE
"expect.v.bnc",22615,TRUE
"difference.n.bnc",20120,TRUE
"lose.v.bnc",48615,TRUE
"audience.n.bnc",96995,FALSE
"degree.n.bnc",13259,FALSE
"interest.n.bnc",68684,TRUE
"arm.n.bnc",88886,FALSE
"disc.n.bnc",895342,FALSE
"performance.n.bnc",26144,TRUE
"disc.n.bnc",221472,FALSE
"talk.v.bnc",3969,FALSE
"arm.n.bnc",70967,FALSE
"add.v.bnc",40011,FALSE
"add.v.bnc",57808,TRUE
"wash.v.bnc",347999,FALSE
"arm.n.bnc",35160,TRUE
"produce.v.bnc",62240,TRUE
"decide.v.bnc",21489,TRUE
"mean.v.bnc",19662,TRUE
"disc.n.bnc",468730,FALSE
"bank.n.bnc",91820,TRUE
"express.v.bnc",112811,FALSE
"begin.v.bnc",40065,TRUE
"activate.v.bnc",618027,FALSE
"bank.n.bnc",82675,TRUE
"use.v.bnc",3093,TRUE
"hot.a.bnc",93369,FALSE
"activate.v.bnc",2009592,TRUE
"image.n.bnc",85539,TRUE
"argument.n.bnc",138189,TRUE
"degree.n.bnc",152757,TRUE
"organization.n.bnc",342724,FALSE
"audience.n.bnc",136163,TRUE
"decide.v.bnc",47685,TRUE
"produce.v.bnc",66319,TRUE
"degree.n.bnc",66201,TRUE
"appear.v.bnc",59590,TRUE
"argument.n.bnc",108796,TRUE
"party.n.bnc",60212,TRUE
"different.a.bnc",2482,TRUE
"add.v.bnc",1199,FALSE
"climb.v.bnc",42637,TRUE
"encounter.v.bnc",15967,FALSE
"express.v.bnc",211994,TRUE
"interest.n.bnc",76045,TRUE
"paper.n.bnc",60927,TRUE
"lose.v.bnc",54118,TRUE
"ask.v.bnc",21111,TRUE
"bank.n.bnc",118999,TRUE
"produce.v.bnc",49817,TRUE
"atmosphere.n.bnc",57654,TRUE
"decide.v.bnc",66978,FALSE
"argument.n.bnc",68736,FALSE
"bank.n.bnc",73827,FALSE
"smell.v.bnc",209197,TRUE
"degree.n.bnc",255971,TRUE
"add.v.bnc",3517,FALSE
"ask.v.bnc",95,FALSE
"argument.n.bnc",144394,TRUE
"different.a.bnc",4643,TRUE
"disc.n.bnc",464753,FALSE
"add.v.bnc",18127,FALSE
"argument.n.bnc",10758,FALSE
"image.n.bnc",121847,TRUE
"shelter.n.bnc",409865,FALSE
"watch.v.bnc",16923,FALSE
"difference.n.bnc",115014,FALSE
"eat.v.bnc",145647,FALSE
"shelter.n.bnc",650428,FALSE
"bank.n.bnc",156033,FALSE
"treat.v.bnc",112671,TRUE
"eat.v.bnc",129271,TRUE
"add.v.bnc",38653,TRUE
"organization.n.bnc",259833,TRUE
"arm.n.bnc",122693,FALSE
"remain.v.bnc",4671,TRUE
"activate.v.bnc",1513543,FALSE
"climb.v.bnc",280293,FALSE
"mean.v.bnc",15568,FALSE
"hear.v.bnc",34458,TRUE
"win.v.bnc",34584,FALSE
"different.a.bnc",5874,TRUE
"begin.v.bnc",10038,TRUE
"difference.n.bnc",54528,TRUE
"write.v.bnc",3339,TRUE
"important.a.bnc",29063,FALSE
"difference.n.bnc",76722,TRUE
"important.a.bnc",241,TRUE
"begin.v.bnc",31340,FALSE
"provide.v.bnc",1325,TRUE
"appear.v.bnc",54388,TRUE
"mean.v.bnc",881,TRUE
"party.n.bnc",81579,FALSE
"degree.n.bnc",296089,TRUE
"note.v.bnc",128228,TRUE
"wash.v.bnc",42431,TRUE
"arm.n.bnc",36595,TRUE
"solid.a.bnc",31046,TRUE
"note.v.bnc",129535,TRUE
"sort.n.bnc",67805,FALSE
"climb.v.bnc",26735,FALSE
"performance.n.bnc",15905,FALSE
"express.v.bnc",105071,TRUE
"argument.n.bnc",139457,FALSE
"solid.a.bnc",35239,FALSE
"activate.v.bnc",618351,TRUE
"add.v.bnc",79536,TRUE
"image.n.bnc",18505,TRUE
"shelter.n.bnc",611604,FALSE
"treat.v.bnc",10878,FALSE
"hot.a.bnc",30932,FALSE
"argument.n.bnc",84801,FALSE
"judgment.n.bnc",571799,FALSE
"image.n.bnc",46825,FALSE
"express.v.bnc",104429,FALSE
"party.n.bnc",36827,TRUE
"argument.n.bnc",9531,FALSE
"bank.n.bnc",187244,FALSE
"wash.v.bnc",159911,FALSE
"add.v.bnc",61085,FALSE
"watch.v.bnc",41674,TRUE
"image.n.bnc",100668,FALSE
"activate.v.bnc",1870620,TRUE
"interest.n.bnc",77236,FALSE
"different.a.bnc",2774,TRUE
"produce.v.bnc",50650,TRUE
"arm.n.bnc",1857,TRUE
"treat.v.bnc",53571,FALSE
"disc.n.bnc",895218,FALSE
"encounter.v.bnc",592613,FALSE
"eat.v.bnc",27851,FALSE
"difficulty.n.bnc",3783,TRUE
"judgment.n.bnc",423869,TRUE
"appear.v.bnc",44166,FALSE
"paper.n.bnc",37204,TRUE
"activate.v.bnc",1210816,FALSE
"wash.v.bnc",46105,TRUE
"activate.v.bnc",941772,TRUE
"expect.v.bnc",5536,TRUE
"image.n.bnc",66832,TRUE
"encounter.v.bnc",297188,TRUE
"audience.n.bnc",126494,TRUE
"different.a.bnc",3226,TRUE
"performance.n.bnc",57161,TRUE
"climb.v.bnc",40468,TRUE
"watch.v.bnc",16824,TRUE
"sort.n.bnc",39951,TRUE
"bank.n.bnc",73649,TRUE
"party.n.bnc",77764,FALSE
"interest.n.bnc",64724,FALSE
"produce.v.bnc",29853,FALSE
"bank.n.bnc",73649,FALSE
"bank.n.bnc",110335,TRUE
"shelter.n.bnc",383271,TRUE
"argument.n.bnc",72253,FALSE
"rule.v.bnc",107768,TRUE
"wash.v.bnc",40526,FALSE
"miss.v.bnc",110452,TRUE
"ask.v.bnc",20106,TRUE
"watch.v.bnc",48328,TRUE
"play.v.bnc",7268,TRUE
"provide.v.bnc",120,FALSE
"degree.n.bnc",26994,FALSE
"shelter.n.bnc",387972,TRUE
"degree.n.bnc",330830,TRUE
"smell.v.bnc",562615,TRUE
"produce.v.bnc",12857,TRUE
"ask.v.bnc",2089,TRUE
"eat.v.bnc",145534,TRUE
"climb.v.bnc",280319,TRUE
"activate.v.bnc",975929,TRUE
"climb.v.bnc",130123,TRUE
"expect.v.bnc",3876,TRUE
"sort.n.bnc",2426,FALSE
"image.n.bnc",65777,FALSE
"sort.n.bnc",20551,FALSE
"performance.n.bnc",91393,TRUE
"begin.v.bnc",6984,TRUE
"ask.v.bnc",22207,FALSE
"bank.n.bnc",92131,TRUE
"audience.n.bnc",87550,TRUE
"produce.v.bnc",38528,FALSE
"interest.n.bnc",77798,FALSE
"degree.n.bnc",54579,TRUE
"sort.n.bnc",3384,TRUE
"interest.n.bnc",29875,FALSE
"plan.n.bnc",9651,TRUE
"disc.n.bnc",895218,TRUE
"add.v.bnc",11632,TRUE
"performance.n.bnc",94824,TRUE
"hear.v.bnc",34769,TRUE
"interest.n.bnc",714,TRUE
"shelter.n.bnc",560190,FALSE
"appear.v.bnc",1526,TRUE
"argument.n.bnc",60418,TRUE
"performance.n.bnc",57460,TRUE
"sort.n.bnc",13108,TRUE
"sort.n.bnc",79707,TRUE
"activate.v.bnc",1170345,TRUE
"interest.n.bnc",44106,TRUE
